MainBusiness,SafeValue,ShineValue,ShapeValue,TPFlag,ZTPrice,DTPrice,HqDate,fHSL,fLianB,Wtb,Zsz,Ltsz,vzangsu,Fzhsl,FzAmo,VOpenZAF,ZAF,ZAFYesterday,ZAFPre2D,ZAFPre5,ZAFPre10,ZAFPre20,ZAFPre30,ZAFPre60,ZAFYear,ZAFPreMyMonth,ZAFPreOneYear,Zjl,Zjl_HB,TotalBVol,TotalSVol,BCancel,SCancel,L2TicNum,L2OrderNum,FCAmo,FCb,OpenZAF,OpenAmo,OpenZTBuy,OpenAmoPre1,OpenVolPre1,CJJEPre1,CJJEPre3,FDEPre1,FDEPre2,ZTGPNum,LastStartZT,LastZTHzNum,EverZTCount,ConZAFDateNum,YearZTDay,MA5Value,HisHigh,HisLow,IPO_Price,More_YJL,BetaValue,DynaPE,MorePE,StaticPE_TTM,DYRatio,PB_MRQ,IsT0Fund,IsZCZGP,IsKzz,Kzz_HSCode,QHMainYYMM,FreeLtgb,Yield,KfEarnMoney,RDInputFee,CashZJ,PreReceiveZJ,OtherQYJzc,StaffNum,RecentGGJYDate,RecentHGDate,RecentIncentDate,NoticeDate_Recent,RecentReleaseDate,RecentDZDate,ReportDate,ZTDate_Recent,DTDate_Recent,TopDate_Recent,StopJYDate_Recent,code,stock_type,fetch_time
变压器,92,1,70110,0,12.03,6.49,20260622,3.77,0.99,-61.79,17.91,12.61,1.06,0.10,21.84,0.22,2.48,-5.41,-3.55,-1.25,-15.65,-7.32,-10.89,-11.64,-0.94,-12.53,-8.31,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.76,319800.00,0.00,0.00,0.00,5794.02,15391.66,0.00,0.00,0,1,0,0,1,0,9.71,14.11,8.90,4.30,0.00,1.32,74.28,110.87,176.98,0.32,2.38,0,1,0,0,0,11559.25,31.98,625.30,1022.34,13946.82,7244.06,0.00,1040,0,0,0,0,20260305,0,20260429,0,0,20251106,0,920062.BJ,stock,2026-06-22 22:02:32
改性塑料,88,1,101311,0,27.84,15.00,20260622,3.79,1.04,-27.04,13.50,4.27,2.11,0.16,36.06,0.00,0.28,-0.37,-4.32,-4.83,-13.84,-4.02,-3.42,3.42,-12.65,-9.18,-40.82,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-1.03,135600.00,0.00,133.44,600.00,1712.57,5420.29,0.00,0.00,0,1,0,0,1,0,21.83,36.00,20.39,13.31,0.00,1.38,58.25,47.59,54.28,0.47,3.31,0,1,0,0,0,1987.33,13.56,532.76,551.07,4620.38,7.03,0.00,176,0,0,0,0,20251125,0,20260428,0,0,20250428,0,920066.BJ,stock,2026-06-22 22:02:32
销售商品,80,5,90114,0,22.29,12.01,20260622,3.15,2.29,-11.27,119.19,31.58,0.86,0.14,111.19,0.00,6.01,0.59,-1.67,6.38,-1.63,-4.56,-10.57,-13.84,-6.29,3.06,-9.46,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.82,70900.00,0.00,2.55,15.00,3431.72,16695.58,0.00,0.00,0,1,0,0,2,0,17.39,25.28,16.36,3.94,0.00,1.13,29946.75,80.34,123.10,1.17,8.88,0,1,0,0,0,6838.86,7.09,-27.55,579.03,69440.68,61.58,0.00,415,0,0,0,0,20260513,0,20260429,0,0,20251225,0,920068.BJ,stock,2026-06-22 22:02:32
糖尿病护理类,100,0,0,0,46.43,25.01,20260622,3.68,1.31,34.75,18.74,5.23,1.65,0.13,21.31,0.00,-0.84,1.59,-0.99,-1.58,-5.52,-6.72,-14.39,98.21,98.21,-0.67,98.21,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.87,50400.00,0.00,0.70,2.00,1703.05,4968.14,0.00,0.00,0,1,0,0,-1,0,35.59,49.49,32.92,18.38,0.00,0.00,19.80,21.05,19.43,1.43,2.37,0,1,0,0,0,1477.77,5.04,2328.80,462.55,21059.47,1202.94,0.00,527,0,0,0,0,0,0,20260423,0,0,20260402,0,920069.BJ,stock,2026-06-22 22:02:32
放疗定位装置,100,0,0,1,0.00,0.00,20260622,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,15.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,0,0,0.00,0.00,1431.19,595.69,11356.48,1028.96,0.00,397,0,0,0,0,0,0,0,0,0,0,0,920072.BJ,stock,2026-06-22 22:02:32
产品包装业务,95,1,90913,0,21.56,11.62,20260622,3.41,1.66,-12.50,10.95,5.89,0.36,0.04,13.48,0.00,1.81,-4.66,1.58,-2.87,-9.20,-16.67,-22.74,-16.34,-35.51,-9.34,-53.98,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.12,8300.00,0.00,0.00,0.00,1266.42,4395.89,0.00,0.00,0,1,0,0,1,0,17.10,37.23,15.62,11.80,0.00,1.38,34.28,49.60,40.18,1.87,2.69,0,1,0,0,0,2490.24,0.83,862.30,443.75,10950.88,2179.28,0.00,860,0,20231009,0,0,20250120,0,20260428,20250612,0,20250616,0,920075.BJ,stock,2026-06-22 22:02:32
耐火材料整体承包,98,1,40000,0,17.79,9.59,20260622,7.92,1.21,28.85,16.13,5.08,1.20,0.20,39.13,0.59,0.66,7.54,-1.32,4.55,-3.90,-6.45,-10.93,-6.32,84.47,-3.43,84.47,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.80,532700.00,0.00,13.44,105.00,6974.48,13390.29,0.00,0.00,0,1,0,0,2,0,13.26,24.31,12.50,10.76,0.00,1.05,17.71,20.21,19.72,1.57,1.62,0,1,0,0,0,3683.19,53.27,1995.39,831.76,45252.95,85.11,0.00,1412,0,0,0,0,20260508,0,20260428,0,0,20260127,0,920076.BJ,stock,2026-06-22 22:02:32
碳纤维原丝,88,2,40110,0,21.22,11.44,20260622,2.69,0.94,-40.29,99.91,51.57,1.02,0.08,140.91,0.00,4.10,-4.89,0.82,-1.10,-4.28,1.25,-12.05,0.36,0.47,6.25,19.30,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.61,455200.00,0.00,29.75,173.00,14786.47,43321.82,0.00,0.00,0,1,0,0,1,0,16.94,22.40,12.90,6.50,0.00,1.69,60.65,53.74,48.90,0.61,3.74,0,1,0,0,0,22439.54,45.52,4023.55,2349.01,15454.48,246.81,0.00,1148,0,20240903,0,0,20240508,20230803,20260428,0,0,20251229,0,920077.BJ,stock,2026-06-22 22:02:32
"金属颜料产品,微细球型铝粉产品",90,0,100000,0,42.14,22.70,20260622,48.78,2.64,35.78,44.88,7.74,1.22,1.23,442.87,0.00,15.36,3.91,4.68,35.06,6.10,11.08,15.07,44.29,443.60,16.87,443.60,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,5.49,3615700.00,0.00,219.02,695.00,15443.20,66041.70,0.00,0.00,0,1,0,0,5,0,31.92,42.79,22.21,6.98,0.00,2.22,118.16,47.54,48.30,0.31,4.54,0,1,0,0,0,2070.00,361.57,875.84,453.44,17303.75,205.21,0.00,620,0,0,0,0,0,0,20260423,0,0,20260605,0,920078.BJ,stock,2026-06-22 22:02:32
换热器生产智能设备,95,1,41100,0,28.63,15.43,20260622,2.22,1.75,-2.70,18.63,5.16,0.81,0.04,10.56,0.00,1.86,-1.12,-1.42,-1.80,-1.97,-6.38,-12.21,0.13,-17.14,0.81,209.52,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,41900.00,0.00,0.00,0.00,841.35,2563.44,0.00,0.00,0,1,0,0,1,0,22.46,38.89,21.20,8.25,0.00,1.15,21.04,24.52,23.17,4.54,3.19,0,1,0,0,0,2297.57,4.19,2084.31,702.79,19747.97,15371.72,0.00,754,0,0,0,0,20260422,0,20260429,0,0,20251014,0,920080.BJ,stock,2026-06-22 22:02:32
主要阀门,98,2,90913,0,11.31,6.09,20260622,3.79,1.92,-90.22,17.79,4.84,0.52,0.04,12.49,0.00,0.46,-3.33,0.56,-2.79,-7.22,-12.51,-19.96,-15.89,-31.45,-3.64,-42.80,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.11,13900.00,0.00,12.57,137.00,1237.74,4152.15,0.00,0.00,0,1,0,0,1,1,8.89,20.27,8.22,3.51,0.00,1.05,38.74,30.82,47.35,1.64,3.29,0,1,0,0,0,5520.41,1.39,1155.00,297.80,24582.01,3743.44,0.00,702,0,0,0,0,20260206,0,20260427,20250722,0,20260303,0,920082.BJ,stock,2026-06-22 22:02:32
导热粉体材料,87,0,0,0,94.90,51.10,20260622,58.12,0.99,81.07,63.38,14.26,1.22,1.47,1053.50,0.24,-2.74,21.67,17.21,78.39,635.75,635.75,635.75,635.75,635.75,635.75,635.75,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,4.36,23518500.00,0.00,1789.73,3042.00,77904.29,250708.56,0.00,0.00,0,4,1,0,-1,1,58.91,79.20,36.36,9.65,0.00,0.00,112.96,113.37,103.20,0.00,9.94,0,1,0,0,0,2008.94,2351.85,1390.42,467.41,8372.03,46.14,0.00,593,0,0,0,20260528,0,0,20260511,20260616,0,20260618,0,920083.BJ,stock,2026-06-22 22:02:32
干式摩擦片,93,2,140000,0,33.41,17.99,20260622,5.31,1.46,23.27,21.39,6.84,1.21,0.13,21.18,0.00,-0.54,-3.02,-2.03,-2.48,-3.66,-11.32,-18.18,-19.47,129.04,-9.62,129.04,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.35,2600.00,0.00,7.37,27.00,2876.79,10108.98,0.00,0.00,0,1,0,0,-3,0,26.25,79.43,24.31,11.66,0.00,1.69,21.93,23.97,23.79,1.95,2.43,0,1,0,0,0,2674.45,0.26,2311.11,275.18,26503.04,105.71,0.00,459,0,0,0,0,20260127,0,20260423,0,0,20260318,0,920086.BJ,stock,2026-06-22 22:02:32
玉米种子,90,0,130901,0,13.68,7.38,20260622,1.72,0.92,-70.99,17.45,17.32,0.81,0.06,26.16,0.00,0.28,-2.32,-3.06,-6.71,-10.05,-11.26,-24.30,-28.80,-33.50,-7.29,-45.66,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,88900.00,0.00,7.42,68.00,2724.86,9149.24,0.00,0.00,0,1,0,0,1,0,10.82,23.93,10.12,6.00,0.00,0.72,-54.85,138.92,192.13,0.66,3.23,0,1,0,0,0,7415.07,8.89,-1221.71,437.41,28903.96,7400.89,0.00,237,0,0,0,0,20251210,0,20260424,20250409,0,20250409,0,920087.BJ,stock,2026-06-22 22:02:32
技术服务,82,2,130110,0,48.95,26.37,20260622,9.84,0.56,36.59,32.90,12.17,1.84,0.39,135.21,0.00,-0.80,-1.67,-3.89,-18.74,-2.63,-6.88,-17.19,-50.69,27.94,2.86,-32.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.37,1782100.13,0.00,113.88,294.00,13941.47,42151.35,0.00,0.00,0,1,0,0,-5,2,39.16,98.69,29.00,7.32,0.00,-2.09,189.17,58.63,71.36,0.27,4.70,0,1,0,0,0,3054.85,178.21,410.81,340.11,40530.53,0.00,0.00,625,0,0,0,0,20260403,0,20260429,20260303,0,20260615,0,920088.BJ,stock,2026-06-22 22:02:32
改性聚丙烯,98,1,90910,0,14.23,7.67,20260622,1.59,1.17,-20.42,22.00,12.53,1.09,0.04,10.02,0.00,2.56,-2.23,-2.78,-4.26,-10.38,-10.16,-19.21,-15.69,-25.97,-7.03,-11.92,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.91,94399.99,0.00,0.33,2.00,1970.15,6063.92,0.00,0.00,0,1,0,0,1,0,11.35,17.75,10.51,10.00,0.00,0.91,17.21,12.90,13.05,0.84,1.69,0,1,0,0,0,9753.10,9.44,3135.89,1391.34,6933.85,112.05,0.00,912,0,0,0,0,20230824,0,20260428,0,0,0,0,920089.BJ,stock,2026-06-22 22:02:32
产品解决方案收入,1,0,130913,0,4.51,2.43,20260622,4.59,2.30,-72.58,6.68,4.99,2.20,0.22,83.49,0.00,-3.46,-4.41,-3.71,-7.97,-19.67,-22.09,-33.93,-53.53,-47.24,-18.09,-60.07,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-1.15,72000.00,0.00,3.70,102.00,1092.73,4395.05,0.00,0.00,0,1,0,0,-3,2,3.58,13.89,3.13,2.98,0.00,1.24,-27.04,-11.41,-11.37,0.00,17.36,0,1,0,0,0,13817.51,7.20,-617.44,112.86,356.32,3402.08,0.00,96,0,0,0,0,20231020,0,20260422,20260112,0,20260225,20260423,920090.BJ,stock,2026-06-22 22:02:32
工业精密清洗装备,78,3,130900,0,54.60,29.40,20260622,7.88,0.86,-71.76,25.85,6.10,2.30,0.37,56.36,0.00,0.14,-2.53,-0.60,-4.45,1.34,-9.51,-23.25,-31.16,-47.21,0.47,384.56,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,1.67,98200.00,0.00,7.43,17.00,5150.00,14704.85,0.00,0.00,0,1,0,0,1,0,42.93,158.68,34.69,9.00,0.00,0.84,-136.38,67.59,75.62,0.76,5.48,0,1,0,0,0,1450.02,9.82,-757.26,257.13,13924.60,3955.92,0.00,423,0,0,0,0,20260323,0,20260428,0,20251124,20260611,0,920091.BJ,stock,2026-06-22 22:02:32
数字城市解决方案及建设,85,2,101301,0,38.45,20.71,20260622,8.54,2.24,-10.23,19.86,10.34,2.37,0.74,214.84,0.00,8.15,-1.73,0.27,6.21,3.10,-5.36,2.66,7.17,-14.55,10.35,-23.72,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,3.45,459300.00,0.00,7.52,25.00,3687.26,14959.40,0.00,0.00,0,1,0,0,1,2,30.43,54.80,28.01,16.00,0.00,1.13,-188.73,-47.59,-55.00,0.00,5.66,0,1,0,0,0,1793.12,45.93,-263.13,260.77,8904.75,303.00,0.00,167,0,0,20260421,0,20260302,0,20260429,20260106,0,20260107,0,920092.BJ,stock,2026-06-22 22:02:32
电机驱动控制系统,95,0,0,0,73.73,39.71,20260622,14.17,0.85,48.29,37.50,8.80,1.19,0.35,138.36,0.00,-4.18,-4.30,1.75,0.71,-18.53,-29.42,276.65,276.65,276.65,-15.27,276.65,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-1.62,787300.06,0.00,63.95,108.00,14972.77,47537.16,0.00,0.00,0,1,0,0,-2,0,56.56,112.01,52.00,14.43,0.00,0.00,52.65,54.94,54.94,0.00,5.68,0,1,0,0,0,1620.00,78.73,6641.40,4658.33,390.10,156.29,0.00,410,0,0,0,20260429,0,0,20260429,0,0,20260608,0,920096.BJ,stock,2026-06-22 22:02:32
橡塑新材料产品,98,1,130909,0,28.21,15.19,20260622,2.07,1.71,-61.76,17.08,11.63,1.43,0.09,35.65,0.00,-3.23,-3.08,1.54,-5.45,-13.15,-9.13,-17.29,-18.06,-32.02,-4.59,-39.65,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,36700.00,0.00,0.56,2.00,1710.77,5617.63,0.00,0.00,0,1,0,0,-2,0,21.85,42.19,20.11,14.00,0.00,1.20,51.92,30.00,31.53,1.38,1.79,0,1,0,0,0,3697.91,3.67,684.62,764.17,24081.83,302.16,0.00,578,0,0,0,0,20260224,0,20260429,20241206,0,20241211,0,920098.BJ,stock,2026-06-22 22:02:32
设备,85,2,10110,0,32.92,17.74,20260622,1.89,0.74,-71.26,23.80,14.72,1.00,0.05,40.40,0.00,-0.12,0.20,6.44,5.63,5.20,-8.96,1.04,2.60,-7.12,7.61,-18.97,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.67,320600.00,0.00,126.93,503.00,5778.55,14350.66,0.00,0.00,0,1,0,0,-1,0,24.76,34.83,22.57,19.00,0.00,0.20,-49.25,22.31,30.44,0.66,2.61,0,1,0,0,0,4840.45,32.06,-1478.13,453.62,15015.30,13090.39,0.00,237,0,20260612,0,0,20260408,0,20260428,0,0,20241011,0,920099.BJ,stock,2026-06-22 22:02:32
"无刷电机,步进电机",85,4,80200,0,57.49,30.97,20260622,14.91,1.24,86.60,42.95,11.39,0.78,0.24,116.61,0.16,-6.04,3.10,-4.22,-0.55,-15.80,-14.15,3.92,17.93,-20.70,3.57,622.79,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.52,476900.00,0.00,76.48,178.00,15016.09,46487.48,0.00,0.00,0,1,0,0,-1,0,43.49,68.64,32.01,8.83,0.00,0.24,66.34,75.67,76.64,1.26,9.02,0,1,0,0,0,2739.82,47.69,1522.15,469.38,12926.31,31.22,0.00,416,0,0,0,0,20260319,0,20260427,0,0,20260526,0,920100.BJ,stock,2026-06-22 22:02:32
钻机,92,2,90900,0,37.55,20.23,20260622,2.26,2.53,-1.16,26.15,8.16,4.66,0.20,13.81,0.00,1.52,-2.73,0.78,0.62,-2.23,-7.77,-17.89,-12.00,-26.49,-1.84,68.47,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.03,179200.00,0.00,0.00,0.00,862.13,3547.84,0.00,0.00,0,1,0,0,1,0,29.35,69.80,27.90,17.41,0.00,1.22,29.07,22.94,24.26,0.69,2.44,0,1,0,0,0,2781.85,17.92,2210.30,627.09,25684.26,1678.32,0.00,886,0,0,0,0,20260302,0,20260428,0,0,20260128,0,920101.BJ,stock,2026-06-22 22:02:32
湿式纸基摩擦片,95,2,90909,0,53.31,28.71,20260622,2.11,1.18,-41.18,23.44,18.08,0.43,0.03,14.42,0.00,1.00,-2.66,-2.99,-7.77,-9.54,-13.54,-26.44,-33.66,-46.97,-7.59,-55.69,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.29,65800.00,0.00,5.87,14.00,2826.88,11361.52,0.00,0.00,0,1,0,0,1,0,42.52,116.80,39.50,19.82,0.00,0.45,25.28,16.44,18.42,1.46,3.87,0,1,0,0,0,2795.62,6.58,1978.77,502.04,6731.78,879.05,0.00,289,0,0,20250908,0,20260106,0,20260429,20250228,0,20250417,0,920106.BJ,stock,2026-06-22 22:02:32
"热交换器,空调结构件",92,0,11313,0,12.46,6.72,20260622,1.68,1.62,-34.07,16.89,7.16,1.38,0.08,2.54,0.00,2.29,-1.54,-1.02,-1.01,-3.25,-9.58,-17.36,-4.20,-27.06,-4.85,-44.17,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.52,3000.00,0.00,0.00,0.00,438.99,2216.04,0.00,0.00,0,1,0,0,1,0,9.81,19.68,9.10,5.57,0.00,1.51,44.34,89.73,68.62,0.11,3.52,0,1,0,0,0,4299.72,0.30,951.49,387.89,7523.07,0.00,0.00,1524,0,0,0,0,20260306,0,20260429,0,0,20250716,0,920108.BJ,stock,2026-06-22 22:02:32
智能电源,95,3,90909,0,34.52,18.60,20260622,1.82,2.38,21.61,10.51,4.37,0.76,0.04,9.60,0.00,1.43,-1.59,0.67,3.61,-1.83,-8.55,-16.41,-14.45,-23.57,-1.02,-33.02,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-1.51,73100.00,0.00,0.00,0.00,300.21,1343.81,0.00,0.00,0,1,0,0,1,0,26.84,43.72,25.09,20.00,0.00,1.18,47.23,22.91,25.77,1.88,2.80,0,1,0,0,0,1076.20,7.31,517.56,421.15,14645.81,1165.61,0.00,290,0,0,0,0,20241220,0,20260424,20250318,0,20250318,0,920110.BJ,stock,2026-06-22 22:02:32
电触头,92,4,11002,0,45.89,24.71,20260622,7.58,1.16,-63.11,54.34,26.37,0.50,0.13,88.33,0.00,-0.79,10.52,-1.18,15.50,2.76,17.12,-3.39,57.39,50.75,24.10,22.40,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.57,1838600.00,0.00,52.37,163.00,24714.48,55297.78,0.00,0.00,0,1,0,0,-1,0,33.36,40.32,22.13,6.25,0.00,1.33,14.82,45.66,29.12,0.28,5.30,0,1,0,0,0,4706.33,183.86,8927.77,1843.75,15899.36,1672.37,0.00,721,0,0,0,0,20260205,0,20260420,0,0,20260423,0,920111.BJ,stock,2026-06-22 22:02:32
汽车维修保养设备及工具,92,1,90900,0,31.64,17.04,20260622,3.06,1.87,12.74,21.62,6.34,2.52,0.16,21.74,0.00,4.68,1.00,-2.43,2.33,-9.87,-16.24,-23.78,-22.79,-32.52,-10.60,66.75,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.04,0.00,0.00,0.00,0.00,713.41,3547.04,0.00,0.00,0,1,0,0,2,0,24.74,50.99,23.71,15.78,0.00,0.94,19.57,14.12,14.02,2.47,2.34,0,1,0,0,0,2489.27,0.00,2635.60,626.90,27793.31,3559.81,0.00,1048,0,0,0,0,20260611,0,20260428,0,0,20250901,0,920112.BJ,stock,2026-06-22 22:02:32
技术开发与服务,91,3,100410,0,81.38,43.82,20260622,1.94,0.92,-61.50,139.36,139.36,0.81,0.09,128.03,0.00,-0.48,-1.07,3.06,-5.35,-1.56,-8.52,-22.12,4.15,3.37,2.80,23.88,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.88,2236300.00,0.00,218.85,349.00,23838.58,83680.18,0.00,0.00,0,1,0,0,-2,1,62.27,111.97,46.51,6.92,0.00,0.91,246.74,138.87,137.89,0.15,23.18,0,1,0,0,0,8651.97,223.63,675.43,701.92,17925.35,1127.31,0.00,306,0,0,0,0,20260604,0,20260424,20260112,0,20260115,0,920116.BJ,stock,2026-06-22 22:02:32
硅烷交联,80,1,10909,0,24.06,12.96,20260622,1.84,1.30,-40.39,9.76,5.91,0.27,0.01,0.57,0.00,1.94,-1.91,-0.42,0.11,-4.84,-8.84,-12.32,-6.39,-15.04,-2.53,-32.29,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.05,1900.00,0.00,2.18,11.00,721.85,2757.22,0.00,0.00,0,1,0,0,1,0,18.88,30.08,17.82,17.00,0.00,1.28,21.62,37.21,28.18,1.62,1.69,0,1,0,0,0,2644.79,0.19,1123.08,720.38,3989.62,146.35,0.00,383,0,0,20260213,0,20260304,0,20260429,0,0,20240913,0,920118.BJ,stock,2026-06-22 22:02:32
模块化输送系统:高精度输送系统,100,1,90000,0,68.84,37.08,20260622,1.86,0.97,-38.60,52.71,13.87,1.71,0.07,58.95,0.00,-1.44,1.17,-1.86,1.78,-3.54,-17.43,-24.95,-17.88,76.59,-6.62,76.59,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.77,169500.00,0.00,7.43,14.00,2330.10,7985.94,0.00,0.00,0,1,0,0,-1,0,52.61,101.54,50.99,41.88,0.00,1.30,18.47,19.71,19.18,0.67,2.69,0,1,0,0,0,2656.75,16.95,6839.98,1773.00,34717.36,115619.60,0.00,1234,0,0,0,0,20260327,0,20260428,0,0,20260224,0,920119.BJ,stock,2026-06-22 22:02:32
薄膜类不干胶标签,95,3,40000,0,40.20,21.66,20260622,2.15,1.42,-57.06,20.51,3.69,0.65,0.03,8.07,0.00,0.36,-0.42,-0.35,-0.20,-6.79,-11.67,-16.69,-12.07,-31.90,-8.71,49.88,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.42,52400.00,0.00,13.18,42.00,417.60,1756.06,0.00,0.00,0,1,0,0,1,0,31.09,72.38,29.50,21.21,0.00,1.03,17.15,18.66,17.97,1.62,2.53,0,1,0,0,0,1189.23,5.24,2887.48,708.03,29272.66,0.00,0.00,374,0,0,0,0,0,0,20260429,0,0,20251230,0,920121.BJ,stock,2026-06-22 22:02:32
检测业务,92,1,10909,0,35.46,19.10,20260622,15.48,2.63,-49.43,26.89,10.89,1.35,0.86,279.64,0.00,6.85,2.94,29.97,40.08,28.42,22.12,7.53,15.54,-13.01,28.30,-32.69,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-1.03,3128500.00,0.00,576.75,2136.00,15390.56,39937.91,0.00,1527.73,0,3,1,0,3,1,24.80,49.89,20.03,8.00,0.00,1.21,647.42,116.83,106.80,0.72,7.90,0,1,0,0,0,1883.14,312.85,15.33,450.67,21032.63,884.17,0.00,527,0,0,0,0,20260211,0,20260428,20260617,0,20260617,0,920122.BJ,stock,2026-06-22 22:02:32
护肤品（除面膜）,100,0,10913,0,13.15,7.09,20260622,2.38,1.77,61.26,11.53,6.58,0.32,0.03,7.30,0.00,2.17,-3.16,-1.04,-3.01,-6.67,-10.32,-22.89,-10.01,-30.23,-8.17,-46.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.30,84700.00,0.00,0.00,0.00,1103.37,3484.49,0.00,0.00,0,1,0,0,1,0,10.42,21.62,9.60,5.77,0.00,0.98,28.85,29.20,28.20,1.98,2.70,0,1,0,0,0,4005.50,8.47,966.82,880.90,6802.33,1951.98,0.00,1119,0,0,0,0,20250613,0,20260427,20250515,0,20250604,0,920123.BJ,stock,2026-06-22 22:02:32
精密件,85,2,10900,0,18.31,9.87,20260622,2.11,1.30,-27.80,21.15,10.89,0.74,0.04,24.78,0.00,0.92,-3.29,-1.42,-3.98,-7.48,-11.57,-13.50,-6.82,-21.26,-5.46,67.10,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.07,58100.00,0.00,0.58,4.00,2035.08,6069.47,0.00,0.00,0,1,0,0,1,0,14.53,29.83,13.57,8.66,0.00,0.98,21.51,21.12,23.51,1.06,1.96,0,1,0,0,0,6705.76,5.81,2427.57,754.05,22300.80,0.00,0.00,2801,0,0,0,0,20260609,0,20260427,0,0,20251217,0,920124.BJ,stock,2026-06-22 22:02:32
智能自动化设备(线),92,0,0,0,310.70,167.30,20260622,10.11,0.74,0.00,133.44,39.16,1.25,0.26,418.68,0.00,-0.59,9.28,-4.07,38.94,29.83,78.38,139.30,1333.92,1333.92,25.16,1333.92,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,4.18,6543200.00,0.00,454.83,210.00,57696.72,152193.72,0.00,0.00,0,1,0,0,-1,3,221.56,250.00,46.00,16.57,0.00,0.00,2346.75,192.43,184.76,0.00,19.55,0,1,0,0,0,1648.15,654.32,140.92,1664.36,17220.47,12267.66,0.00,908,0,0,0,0,0,0,20260429,20260511,0,20260616,0,920125.BJ,stock,2026-06-22 22:02:32
压力容器,95,0,0,0,21.77,11.73,20260622,29.32,0.54,1.58,28.62,6.87,1.87,1.12,322.42,0.00,-8.18,0.24,-6.91,97.43,97.43,97.43,97.43,97.43,97.43,97.43,97.43,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-1.55,1063500.00,0.00,497.08,3116.00,23317.85,78412.23,0.00,0.00,0,1,0,0,-1,0,16.89,23.11,14.79,7.79,0.00,0.00,20.13,28.50,29.76,0.00,2.52,0,1,0,0,0,4466.80,106.35,3541.89,347.90,7710.33,17770.73,0.00,325,0,0,0,20260601,0,0,20260521,0,0,20260618,0,920126.BJ,stock,2026-06-22 22:02:32
